chromosome	position	strand	gene_type	gene_name	gene_pos	unconverted	converted	ratio
16	57664087	+	protein_coding	ENSG00000205336(ADGRG1)	53436	122	143	0.460377358
16	57756913	+	protein_coding	ENSG00000140854(KATNB1)	21175	27	298	0.083076923
16	57798160	-	protein_coding	ENSG00000140859(KIFC3)	64894	12	413	0.028235294
16	58025947	+	protein_coding	ENSG00000102996(MMP15)	194	5	36	0.12195122
16	58026090	+	protein_coding	ENSG00000102996(MMP15)	337	8	11	0.421052632
16	58026201	+	protein_coding	ENSG00000102996(MMP15)	448	23	23	0.5
16	58580638	-	protein_coding	ENSG00000125107(CNOT1)	49248	13	507	0.025
16	58707671	-	protein_coding	ENSG00000125166(GOT2)	26672	73	1718	0.040759352
16	66696464	-	protein_coding	ENSG00000183723(CMTM4)	280	10	103	0.088495575
16	66817474	-	protein_coding	ENSG00000159593(NAE1)	55783	33	1111	0.028846154
16	67142755	+	protein_coding	ENSG00000125149(PHAF1)	32815	7	7	0.5
16	67164672	+	protein_coding	ENSG00000265690	1288	4	17	0.19047619
16	67280446	+	protein_coding	ENSG00000196155(PLEKHG4)	2937	9	28	0.243243243
16	67284886	+	protein_coding	ENSG00000196155(PLEKHG4)	7377	6	38	0.136363636
16	67481026	-	protein_coding	ENSG00000159720(ATP6V0D1)	156	14	334	0.040229885
16	67528657	-	lncRNA	ENSG00000276075	112	8	33	0.195121951
16	67847027	+	protein_coding	ENSG00000102898(NUTF2)	146	7	4	0.636363636
16	67934585	-	protein_coding	ENSG00000205220(PSMB10)	2280	13	660	0.019316493
16	70316052	+	protein_coding	ENSG00000157349(DDX19B)	26390	15	152	0.089820359
16	70356195	+	protein_coding	ENSG00000260537	57002	64	326	0.164102564
16	70473214	+	protein_coding	ENSG00000157353(FCSK)	18620	9	56	0.138461538
16	70481109	-	protein_coding	ENSG00000103051(COG4)	42452	18	462	0.0375
16	70530872	+	protein_coding	ENSG00000189091(SF3B3)	7082	19	1349	0.013888889
16	70663963	-	protein_coding	ENSG00000132613(MTSS2)	22091	22	235	0.085603113
16	72111069	+	protein_coding	ENSG00000140829(DHX38)	17457	11	412	0.026004728
16	74874419	-	protein_coding	ENSG00000103091(WDR59)	125755	7	165	0.040697674
16	74999134	+	protein_coding	ENSG00000186187(ZNRF1)	111	12	195	0.057971014
16	74999144	+	protein_coding	ENSG00000186187(ZNRF1)	121	15	240	0.058823529
16	75235553	-	protein_coding	ENSG00000050820(BCAR1)	32501	6	92	0.06122449
16	81670178	+	protein_coding	ENSG00000153815(CMIP)	225371	8	206	0.037383178
16	84061403	-	protein_coding	ENSG00000140943(MBTPS1)	55540	11	17	0.392857143
16	84617944	-	protein_coding	ENSG00000103187(COTL1)	135	34	2644	0.012696042
16	84908641	+	protein_coding	ENSG00000103196(CRISPLD2)	88657	7	31	0.184210526
16	87644422	+	protein_coding	ENSG00000154118(JPH3)	42588	8	58	0.121212121
16	87831010	-	protein_coding	ENSG00000103257(SLC7A5)	38498	62	5433	0.011282985
16	87869051	-	protein_coding	ENSG00000103257(SLC7A5)	457	35	4132	0.008399328
16	88376136	-	Other features	.	.	4	3	0.571428571
16	88376156	-	Other features	.	.	4	0	1
16	88630552	+	protein_coding	ENSG00000158545(ZC3H18)	60150	48	429	0.100628931
16	88643365	-	protein_coding	ENSG00000051523(CYBA)	7719	89	2932	0.029460444
16	88643376	-	protein_coding	ENSG00000051523(CYBA)	7708	30	2181	0.013568521
16	88655363	-	protein_coding	ENSG00000167508(MVD)	7799	118	330	0.263392857
16	88714869	+	protein_coding	ENSG00000174177(CTU2)	8387	14	103	0.11965812
16	88725455	-	protein_coding	ENSG00000103335(PIEZO1)	59766	11	403	0.026570048
16	88736728	-	protein_coding	ENSG00000103335(PIEZO1)	48493	8	154	0.049382716
16	88784947	-	protein_coding	ENSG00000103335(PIEZO1)	274	15	564	0.025906736
16	88809172	+	protein_coding	ENSG00000167513(CDT1)	5384	10	227	0.042194093
16	88809625	-	protein_coding	ENSG00000198931(APRT)	2313	26	1920	0.01336074
16	88810466	-	protein_coding	ENSG00000198931(APRT)	1472	19	1682	0.0111699
16	88810479	-	protein_coding	ENSG00000198931(APRT)	1459	190	1794	0.095766129
16	88813883	-	protein_coding	ENSG00000141012(GALNS)	43088	8	183	0.041884817
16	88824769	-	protein_coding	ENSG00000141012(GALNS)	32202	39	292	0.117824773
16	89146399	+	protein_coding	ENSG00000176715(ACSF3)	58025	4	6	0.4
16	89300488	-	protein_coding	ENSG00000167522(ANKRD11)	190074	21	84	0.2
16	89490335	-	protein_coding	ENSG00000167522(ANKRD11)	227	9	248	0.035019455
16	89490454	-	protein_coding	ENSG00000167522(ANKRD11)	108	18	471	0.036809816
16	89490461	-	protein_coding	ENSG00000167522(ANKRD11)	101	59	447	0.116600791
16	89490462	-	protein_coding	ENSG00000167522(ANKRD11)	100	110	399	0.21611002
16	89521276	+	protein_coding	ENSG00000197912(SPG7)	30558	8	31	0.205128205
16	89553804	+	protein_coding	ENSG00000197912(SPG7)	63086	145	139	0.51056338
16	89575890	+	protein_coding	ENSG00000178773(CPNE7)	133	12	147	0.075471698
16	89582490	+	protein_coding	ENSG00000178773(CPNE7)	6733	4	9	0.307692308
16	89644746	-	protein_coding	ENSG00000131165(CHMP1A)	12993	14	369	0.036553525
16	89765038	-	protein_coding	ENSG00000187741(FANCA)	51940	66	69	0.488888889
16	89773299	-	protein_coding	ENSG00000187741(FANCA)	43679	11	184	0.056410256
16	89859292	+	protein_coding	ENSG00000204991(SPIRE2)	41114	9	88	0.092783505
16	89904916	+	protein_coding	ENSG00000141002(TCF25)	31347	18	3	0.857142857
17	1422664	-	protein_coding	ENSG00000167193(CRK)	40499	18	448	0.038626609
17	1482523	-	protein_coding	ENSG00000197879(MYO1C)	10164	21	1019	0.020192308
17	1646371	-	protein_coding	ENSG00000167705(RILP)	3496	10	129	0.071942446
17	2322677	-	protein_coding	ENSG00000167721(TSR1)	13981	10	103	0.088495575
17	2689783	-	protein_coding	ENSG00000132361(CLUH)	22881	8	75	0.096385542
17	2694490	-	protein_coding	ENSG00000132361(CLUH)	18174	27	777	0.03358209
17	3036981	+	protein_coding	ENSG00000132359(RAP1GAP2)	281277	6	102	0.055555556
17	3624202	-	protein_coding	ENSG00000197417(SHPK)	12049	25	50	0.333333333
17	3662896	-	protein_coding	ENSG00000213977(TAX1BP3)	5784	5	56	0.081967213
17	4822688	+	protein_coding	ENSG00000129219(PLD2)	15537	6	25	0.193548387
17	4974395	-	protein_coding	ENSG00000108509(CAMTA2)	13281	6	28	0.176470588
17	5004622	+	protein_coding	ENSG00000129250(KIF1C)	6673	14	883	0.015607581
17	5022109	+	protein_coding	ENSG00000129250(KIF1C)	24160	30	1693	0.017411492
17	5468855	-	protein_coding	ENSG00000005100(DHX33)	128	24	56	0.3
17	7234459	-	protein_coding	ENSG00000004975(DVL2)	59	51	23	0.689189189
17	7243942	-	protein_coding	ENSG00000175826(CTDNEP1)	8550	23	1334	0.016949153
17	7251398	-	protein_coding	ENSG00000175826(CTDNEP1)	1094	6	63	0.086956522
17	7351381	+	protein_coding	ENSG00000072818(ACAP1)	14853	18	133	0.119205298
17	7405418	+	protein_coding	ENSG00000169992(NLGN2)	545	9	11	0.45
17	7497814	+	protein_coding	ENSG00000181222(POLR2A)	13449	21	213	0.08974359
17	7581478	+	protein_coding	ENSG00000129226(CD68)	1988	5	7	0.416666667
17	7591486	-	protein_coding	ENSG00000129245(FXR2)	23412	15	187	0.074257426
17	7614817	-	protein_coding	ENSG00000129245(FXR2)	81	5	7	0.416666667
17	7884950	+	protein_coding	ENSG00000170004(CHD3)	155	9	49	0.155172414
17	7884984	+	protein_coding	ENSG00000170004(CHD3)	189	20	146	0.120481928
17	7910885	+	protein_coding	ENSG00000170004(CHD3)	26090	61	100	0.378881988
17	7911696	+	protein_coding	ENSG00000170004(CHD3)	26901	7	162	0.041420118
17	7939621	+	protein_coding	ENSG00000170037(CNTROB)	7521	24	88	0.214285714
17	8467171	+	protein_coding	ENSG00000166579(NDEL1)	54041	9	166	0.051428571
17	8476964	-	protein_coding	ENSG00000133026(MYH10)	154413	10	298	0.032467532
17	9241837	+	protein_coding	ENSG00000065320(NTN1)	220328	7	107	0.061403509
17	9491919	-	protein_coding	ENSG00000170310(STX8)	84673	9	295	0.029605263
17	9889422	+	protein_coding	ENSG00000065325(GLP2R)	67217	29	1157	0.024451939
17	9890796	+	protein_coding	ENSG00000065325(GLP2R)	68591	47	1101	0.040940767
17	10697299	-	protein_coding	ENSG00000133028(SCO1)	1077	178	344	0.340996169
17	12992796	-	protein_coding	ENSG00000006744(ELAC2)	25270	52	1515	0.033184429
17	12994801	-	protein_coding	ENSG00000006744(ELAC2)	23265	38	663	0.054208274
17	12996607	-	protein_coding	ENSG00000006744(ELAC2)	21459	108	343	0.239467849
17	16044906	+	pseudogene	ENSG00000243686(RPLP1P11)	286	5	9	0.357142857
17	16068037	-	protein_coding	ENSG00000141027(NCOR1)	150149	19	155	0.109195402
17	17042794	+	protein_coding	ENSG00000133030(MPRIP)	338	16	434	0.035555556
17	17187365	+	protein_coding	ENSG00000133030(MPRIP)	144909	20	74	0.212765957
17	17242688	+	pseudogene	ENSG00000226359(ACTG1P24)	679	5	5	0.5
17	17681466	+	protein_coding	ENSG00000108557(RAI1)	9	6	23	0.206896552
17	18264639	+	protein_coding	ENSG00000177427(MIEF2)	4043	9	133	0.063380282
17	18930771	+	protein_coding	ENSG00000141127(PRPSAP2)	90687	19	365	0.049479167
17	19343444	-	protein_coding	ENSG00000108641(B9D1)	34750	36	16	0.692307692
17	19677099	+	protein_coding	ENSG00000072210(ALDH3A2)	28964	18	421	0.041002278
17	19677107	+	protein_coding	ENSG00000072210(ALDH3A2)	28972	15	448	0.032397408
17	21002702	-	protein_coding	ENSG00000124422(USP22)	41059	178	846	0.173828125
17	22524058	+	Other features	.	.	19	29	0.395833333
17	28345156	+	protein_coding	ENSG00000109079(TNFAIP1)	9555	21	157	0.117977528
17	28368575	-	protein_coding	ENSG00000109072(VTN)	4517	8	27	0.228571429
17	28372004	+	protein_coding	ENSG00000004139(SARM1)	7649	4	5	0.444444444
17	28547192	-	protein_coding	ENSG00000109103(UNC119)	5440	11	118	0.085271318
17	28634069	-	protein_coding	ENSG00000007202(KIAA0100)	11386	24	458	0.049792531
17	28644137	-	protein_coding	ENSG00000007202(KIAA0100)	1318	14	360	0.037433155
17	28717363	-	protein_coding	ENSG00000109113(RAB34)	1067	14	335	0.040114613
17	28747665	+	protein_coding	ENSG00000076604(TRAF4)	3655	7	65	0.097222222
17	28898880	-	protein_coding	ENSG00000167536(DHRS13)	4200	10	280	0.034482759
17	29109949	-	protein_coding	ENSG00000196535(MYO18A)	70450	20	32	0.384615385
17	30379532	+	protein_coding	ENSG00000108582(CPD)	606	10	176	0.053763441
17	35626631	+	protein_coding	ENSG00000006125(AP2B1)	48586	26	470	0.052419355
17	36989364	+	protein_coding	ENSG00000275700(AATF)	40440	27	146	0.156069364
17	38322853	+	protein_coding	ENSG00000278845(MRPL45)	25831	12	295	0.039087948
17	38715657	+	protein_coding	ENSG00000275023(MLLT6)	10385	11	142	0.071895425
17	38720743	+	protein_coding	ENSG00000275023(MLLT6)	15471	11	155	0.06626506
17	39980912	+	protein_coding	ENSG00000108344(PSMD3)	106	110	611	0.152565881
17	39995005	+	protein_coding	ENSG00000108344(PSMD3)	14199	27	1518	0.017475728
17	40035780	-	protein_coding	ENSG00000008838(MED24)	25436	10	358	0.027173913
17	40443828	+	protein_coding	ENSG00000141753(IGFBP4)	379	10	441	0.022172949
17	40443867	+	protein_coding	ENSG00000141753(IGFBP4)	418	9	240	0.036144578
17	41620747	-	protein_coding	ENSG00000128422(KRT17)	4096	94	1212	0.071975498
17	41757771	-	protein_coding	ENSG00000173801(JUP)	29161	14	835	0.016489988
17	41818123	+	protein_coding	ENSG00000141756(FKBP10)	5444	26	527	0.047016275
17	41821766	+	protein_coding	ENSG00000141756(FKBP10)	9087	23	961	0.023373984
17	41821810	+	protein_coding	ENSG00000141756(FKBP10)	9131	67	437	0.132936508
17	41822452	+	protein_coding	ENSG00000141756(FKBP10)	9773	40	97	0.291970803
17	41973629	+	protein_coding	ENSG00000173786(CNP)	6867	31	399	0.072093023
17	41974907	+	protein_coding	ENSG00000173786(CNP)	8145	6	100	0.056603774
17	41989446	-	protein_coding	ENSG00000168259(DNAJC7)	31931	18	1025	0.01725791
17	42388396	-	protein_coding	ENSG00000168610(STAT3)	145	9	236	0.036734694
17	42833546	+	protein_coding	ENSG00000131467(PSME3)	9162	91	300	0.232736573
17	43016478	-	protein_coding	ENSG00000108828(VAT1)	8646	19	1338	0.014001474
17	43022227	-	protein_coding	ENSG00000108828(VAT1)	2897	15	935	0.015789474
17	43769743	-	protein_coding	ENSG00000108861(DUSP3)	9235	15	678	0.021645022
17	44321076	-	protein_coding	ENSG00000013306(SLC25A39)	3795	11	499	0.021568627
17	44323529	-	protein_coding	ENSG00000013306(SLC25A39)	1342	104	1168	0.081761006
17	44323543	-	protein_coding	ENSG00000013306(SLC25A39)	1328	105	2024	0.049318929
17	44324476	-	protein_coding	ENSG00000013306(SLC25A39)	395	4	18	0.181818182
17	44351399	+	protein_coding	ENSG00000030582(GRN)	6154	22	992	0.021696252
17	44352244	+	protein_coding	ENSG00000030582(GRN)	6999	41	1289	0.030827068
17	44876061	-	protein_coding	ENSG00000108883(EFTUD2)	23385	38	907	0.04021164
17	44959969	-	protein_coding	ENSG00000131094(C1QL1)	8335	31	177	0.149038462
17	45112391	-	protein_coding	ENSG00000161714(PLCD3)	20964	19	445	0.040948276
17	45121114	-	protein_coding	ENSG00000161714(PLCD3)	12241	17	355	0.045698925
17	46770969	-	protein_coding	ENSG00000108379(WNT3)	62186	6	29	0.171428571
17	47649978	+	protein_coding	ENSG00000108424(KPNB1)	503	43	114	0.27388535
17	47649979	+	protein_coding	ENSG00000108424(KPNB1)	504	15	155	0.088235294
17	47709146	+	protein_coding	ENSG00000198933(TBKBP1)	14986	5	12	0.294117647
17	47974726	+	protein_coding	ENSG00000108465(CDK5RAP3)	6917	10	13	0.434782609
17	48607714	-	protein_coding	ENSG00000260027(HOXB7)	25859	5	50	0.090909091
17	49049493	+	protein_coding	ENSG00000159217(IGF2BP1)	52109	8	199	0.038647343
17	49601952	-	protein_coding	ENSG00000121067(SPOP)	76212	11	439	0.024444444
17	50056412	+	protein_coding	ENSG00000005884(ITGA3)	445	9	180	0.047619048
17	50357115	+	protein_coding	ENSG00000015532(XYLT2)	10990	13	82	0.136842105
17	50381888	-	protein_coding	ENSG00000108829(LRRC59)	15636	30	3142	0.009457755
17	50382204	-	protein_coding	ENSG00000108829(LRRC59)	15320	37	939	0.037909836
17	50551110	+	protein_coding	ENSG00000006282(SPATA20)	8053	133	84	0.612903226
17	50699733	-	protein_coding	ENSG00000154945(ANKRD40)	8182	8	200	0.038461538
17	51166485	+	protein_coding	ENSG00000243678(NME2)	1051	1203	8485	0.124174236
17	51260004	-	protein_coding	ENSG00000011258(MBTD1)	160	4	8	0.333333333
17	51562240	+	Other features	.	.	15	0	1
17	56889978	-	protein_coding	ENSG00000121060(TRIM25)	24103	23	194	0.105990783
17	57006347	+	protein_coding	ENSG00000121064(SCPEP1)	28219	12	387	0.030075188
17	57885861	-	protein_coding	ENSG00000180891(CUEDC1)	69552	9	71	0.1125
17	58003879	-	protein_coding	ENSG00000136450(SRSF1)	3468	111	3263	0.032898637
17	58004916	-	protein_coding	ENSG00000136450(SRSF1)	2431	24	1092	0.021505376
17	59028434	-	protein_coding	ENSG00000108395(TRIM37)	78488	7	159	0.042168675
17	62664889	+	protein_coding	ENSG00000011028(MRC2)	37220	24	544	0.042253521
17	62680895	+	protein_coding	ENSG00000011028(MRC2)	53226	12	605	0.019448947
17	62689598	+	protein_coding	ENSG00000011028(MRC2)	61929	11	482	0.022312373
17	62689599	+	protein_coding	ENSG00000011028(MRC2)	61930	322	192	0.626459144
17	62692371	+	protein_coding	ENSG00000011028(MRC2)	64702	260	303	0.461811723
17	64145990	+	lncRNA	ENSG00000266402(SNHG25)	54	65	2344	0.02698215
17	64662003	-	protein_coding	ENSG00000108854(SMURF2)	305	8	48	0.142857143
17	66302749	+	protein_coding	ENSG00000154229(PRKCA)	137	88	232	0.275
17	66302867	+	protein_coding	ENSG00000154229(PRKCA)	255	29	130	0.182389937
17	66809813	+	protein_coding	ENSG00000154229(PRKCA)	507201	9	138	0.06122449
17	68101659	+	Other features	.	.	6	3	0.666666667
17	74203926	+	protein_coding	ENSG00000172809(RPL38)	345	458	18029	0.024774166
17	75063967	+	protein_coding	ENSG00000180901(KCTD2)	31393	7	98	0.066666667
17	75318971	-	protein_coding	ENSG00000177885(GRB2)	86739	163	109	0.599264706
17	75568364	+	protein_coding	ENSG00000073350(LLGL2)	43285	14	16	0.466666667
17	75570985	+	protein_coding	ENSG00000073350(LLGL2)	45906	9	84	0.096774194
17	75835513	-	protein_coding	ENSG00000092929(UNC13D)	9273	13	284	0.043771044
17	75896788	-	protein_coding	ENSG00000141569(TRIM65)	164	8	157	0.048484848
17	76082266	-	protein_coding	ENSG00000182473(EXOC7)	39311	35	57	0.380434783
17	76386505	+	protein_coding	ENSG00000176170(SPHK1)	9922	17	226	0.069958848
17	76737187	-	protein_coding	ENSG00000161547(SRSF2)	147	29	2860	0.010038075
17	76949129	+	protein_coding	ENSG00000167889(MGAT5B)	80726	19	35	0.351851852
17	78174187	-	protein_coding	ENSG00000167900(TK1)	13047	102	748	0.12
17	78174393	-	protein_coding	ENSG00000167900(TK1)	12841	51	827	0.05808656
17	78223601	+	protein_coding	ENSG00000089685(BIRC5)	9416	28	1239	0.022099448
17	78224554	+	protein_coding	ENSG00000089685(BIRC5)	10369	57	2776	0.020120014
17	78360533	+	lncRNA	ENSG00000266970(SOCS3-DT)	158	5	35	0.125
17	78674804	-	protein_coding	ENSG00000108669(CYTH1)	107494	59	435	0.119433198
17	78676999	-	protein_coding	ENSG00000108669(CYTH1)	105299	8	200	0.038461538
17	78855679	-	protein_coding	ENSG00000035862(TIMP2)	69709	17	1291	0.012996942
17	78925290	-	protein_coding	ENSG00000035862(TIMP2)	98	12	332	0.034883721
17	78925304	-	protein_coding	ENSG00000035862(TIMP2)	84	24	532	0.043165468
17	78973115	-	protein_coding	ENSG00000108679(LGALS3BP)	6833	42	1490	0.027415144
17	79086571	+	protein_coding	ENSG00000167280(ENGASE)	11748	8	14	0.363636364
17	80010590	-	protein_coding	ENSG00000167291(TBC1D16)	25283	10	85	0.105263158
17	80105843	+	protein_coding	ENSG00000171298(GAA)	4288	8	157	0.048484848
17	81249929	-	protein_coding	ENSG00000157637(SLC38A10)	45619	5	18	0.217391304
17	81251456	-	protein_coding	ENSG00000157637(SLC38A10)	44092	11	129	0.078571429
17	81251514	-	protein_coding	ENSG00000157637(SLC38A10)	44034	11	89	0.11
17	81511492	-	protein_coding	ENSG00000184009(ACTG1)	12356	170	8960	0.018619934
17	81550479	-	protein_coding	ENSG00000185504(FAAP100)	3483	16	124	0.114285714
17	81596163	-	protein_coding	ENSG00000182446(NPLOC4)	52303	64	679	0.086137281
17	81666896	+	protein_coding	ENSG00000185298(CCDC137)	160	12	584	0.020134228
17	81707327	+	protein_coding	ENSG00000262814(MRPL12)	3961	22	2224	0.009795191
17	81843472	-	protein_coding	ENSG00000185624(P4HB)	17385	40	4129	0.009594627
17	81868432	-	protein_coding	ENSG00000141522(ARHGDIA)	2947	40	644	0.058479532
17	81868527	-	protein_coding	ENSG00000141522(ARHGDIA)	2852	29	1988	0.014377789
17	81888299	-	protein_coding	ENSG00000183684(ALYREF)	3288	40	3585	0.011034483
17	81934954	-	protein_coding	ENSG00000183010(PYCR1)	7459	21	712	0.028649386
17	81935095	-	protein_coding	ENSG00000183010(PYCR1)	7318	21	462	0.043478261
17	82019194	-	protein_coding	ENSG00000169689(CENPX)	4914	32	1334	0.023426061
17	82036053	-	protein_coding	ENSG00000169738(DCXR)	1657	25	1498	0.01641497
17	82237888	+	protein_coding	ENSG00000141526(SLC16A3)	19955	116	1651	0.065647991
17	82242296	+	protein_coding	ENSG00000141526(SLC16A3)	24363	10	27	0.27027027
17	82418506	+	protein_coding	ENSG00000169660(HEXD)	189	5	24	0.172413793
17	82418518	+	protein_coding	ENSG00000169660(HEXD)	201	4	10	0.285714286
17	82418533	-	protein_coding	ENSG00000181396(OGFOD3)	105	6	66	0.083333333
17	82418549	+	protein_coding	ENSG00000169660(HEXD)	232	17	19	0.472222222
17	82726912	+	protein_coding	ENSG00000141560(FN3KRP)	10207	11	275	0.038461538
17	82735541	+	Other features	.	.	7	63	0.1
18	670713	+	protein_coding	ENSG00000176890(TYMS)	13061	23	575	0.038461538
18	3602113	+	Other features	ENSG00000177337(DLGAP1-AS1)	.	8	13	0.380952381
18	9614639	-	protein_coding	ENSG00000154845(PPP4R1)	602	4	16	0.2
18	21704597	-	protein_coding	ENSG00000158201(ABHD3)	184	5	48	0.094339623
18	21704630	-	protein_coding	ENSG00000158201(ABHD3)	151	9	168	0.050847458
18	21741439	+	protein_coding	ENSG00000101752(MIB1)	36483	9	47	0.160714286
18	21741461	+	protein_coding	ENSG00000101752(MIB1)	36505	8	61	0.115942029
18	24118132	+	protein_coding	ENSG00000168234(TTC39C)	125360	8	221	0.034934498
18	36180173	-	lncRNA	ENSG00000260552(COSMOC)	7303	121	115	0.512711864
18	48859708	+	protein_coding	ENSG00000134030(CTIF)	320678	5	54	0.084745763
18	48862476	+	protein_coding	ENSG00000134030(CTIF)	323446	6	74	0.075
18	49286597	-	protein_coding	ENSG00000141627(DYM)	174751	12	159	0.070175439
18	49492380	-	protein_coding	ENSG00000265681(RPL17)	129	24	563	0.04088586
18	49492393	-	protein_coding	ENSG00000265681(RPL17)	116	15	536	0.02722323
18	50458525	+	pseudogene	ENSG00000239780(RPLP0P11)	639	4	5	0.444444444
18	58044416	+	protein_coding	ENSG00000049759(NEDD4L)	191	8	32	0.2
18	59345934	-	protein_coding	ENSG00000074695(LMAN1)	13332	191	561	0.253989362
18	68642640	-	Other features	.	.	4	0	1
18	79988403	-	protein_coding	ENSG00000141759(TXNL4A)	45547	20	592	0.032679739
19	281223	-	protein_coding	ENSG00000141934(PLPP2)	10181	17	1120	0.014951627
